,act_date,source,pos_ctry,pos_iata,pos_oid,rloc,cre_date,duration,distance,dep_port,dep_city,dep_ctry,arr_port,arr_city,arr_ctry,lst_port,lst_city,lst_ctry,brd_port,brd_city,brd_ctry,off_port,off_city,off_ctry,mkt_port,mkt_city,mkt_ctry,intl,route,carrier,bkg_class,cab_class,brd_time,off_time,pax,year,month,oid
164,2013-03-07 00:00:00,1A    ,RU      ,497bf09de913bbaf981439706bc8234b,649f8d7fd4be3b7372a98a308ad5cb67,45e7ac38fa4967bb2a83c30009e70284,2012-12-12 00:00:00,20088,0,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,LED     ,LED     ,RU      ,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,CAGLED  ,CAGLED  ,ITRU    ,1,LEDFCOCAG      ,KK,W        ,Y        ,2013-08-24 18:00:00,2013-08-24 22:30:35,-3.0,2013.0,3.0,NULL     
165,2013-03-07 00:00:00,1A    ,RU      ,497bf09de913bbaf981439706bc8234b,649f8d7fd4be3b7372a98a308ad5cb67,45e7ac38fa4967bb2a83c30009e70284,2012-12-12 00:00:00,20088,0,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,LED     ,LED     ,RU      ,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,CAGLED  ,CAGLED  ,ITRU    ,1,LEDFCOCAG      ,KK,W        ,Y        ,2013-08-24 18:00:00,2013-08-24 22:40:35,3.0,2013.0,3.0,NULL     
166,2013-03-22 00:00:00,1A    ,RU      ,497bf09de913bbaf981439706bc8234b,649f8d7fd4be3b7372a98a308ad5cb67,45e7ac38fa4967bb2a83c30009e70284,2012-12-12 00:00:00,20088,0,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,LED     ,LED     ,RU      ,CAGLED  ,CAGLED  ,ITRU    ,1,CAGFCOLED      ,KK,W        ,Y        ,2013-09-07 06:20:00,2013-09-07 16:48:53,-3.0,2013.0,3.0,NULL     
167,2013-03-22 00:00:00,1A    ,RU      ,497bf09de913bbaf981439706bc8234b,649f8d7fd4be3b7372a98a308ad5cb67,45e7ac38fa4967bb2a83c30009e70284,2012-12-12 00:00:00,20088,0,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,LED     ,LED     ,RU      ,CAG     ,CAG     ,IT      ,LED     ,LED     ,RU      ,CAGLED  ,CAGLED  ,ITRU    ,1,CAGFCOLED      ,KK,W        ,Y        ,2013-09-07 06:30:00,2013-09-07 16:48:53,3.0,2013.0,3.0,NULL     
168,2013-03-04 00:00:00,1P    ,US      ,83ccf07a55606976f78e63fcc805f58c,1490c3c5f95f04fa076fe15c775a80a9,5d72556844c6f80b84fc0e793e520881,2013-03-04 00:00:00,6479,0,GDL     ,GDL     ,MX      ,DCA     ,WAS     ,US      ,GDL     ,GDL     ,MX      ,GDL     ,GDL     ,MX      ,DCA     ,WAS     ,US      ,DCAGDL  ,GDLWAS  ,MXUS    ,1,GDLDFWDCA      ,KK,N        ,Y        ,2013-03-14 06:35:00,2013-03-14 15:33:05,1.0,2013.0,3.0,NULL     
169,2013-03-04 00:00:00,1P    ,US      ,83ccf07a55606976f78e63fcc805f58c,1490c3c5f95f04fa076fe15c775a80a9,5d72556844c6f80b84fc0e793e520881,2013-03-04 00:00:00,6479,0,GDL     ,GDL     ,MX      ,DCA     ,WAS     ,US      ,GDL     ,GDL     ,MX      ,DCA     ,WAS     ,US      ,GDL     ,GDL     ,MX      ,DCAGDL  ,GDLWAS  ,MXUS    ,1,DCADFWGDL      ,KK,N        ,Y        ,2013-03-18 11:00:00,2013-03-18 18:34:29,1.0,2013.0,3.0,NULL     
170,2013-03-04 00:00:00,1P    ,US      ,4804033f441ee30d92980c8b2207e8ae,4868da7a1666bbbc5fe33d377690f8eb,70539c6506f48882d6dacdcf01fad0e9,2013-03-04 00:00:00,11505,0,FAY     ,FAY     ,US      ,COS     ,COS     ,US      ,FAY     ,FAY     ,US      ,FAY     ,FAY     ,US      ,COS     ,COS     ,US      ,COSFAY  ,COSFAY  ,USUS    ,0,FAYATLCOS      ,NV,L        ,Y        ,2013-03-29 15:15:00,2013-03-29 19:47:13,3.0,2013.0,3.0,NULL     
171,2013-03-04 00:00:00,1P    ,US      ,4804033f441ee30d92980c8b2207e8ae,4868da7a1666bbbc5fe33d377690f8eb,70539c6506f48882d6dacdcf01fad0e9,2013-03-04 00:00:00,11505,0,FAY     ,FAY     ,US      ,COS     ,COS     ,US      ,FAY     ,FAY     ,US      ,COS     ,COS     ,US      ,FAY     ,FAY     ,US      ,COSFAY  ,COSFAY  ,USUS    ,0,COSATLFAY      ,NV,T        ,Y        ,2013-04-06 06:20:00,2013-04-06 15:00:25,3.0,2013.0,3.0,NULL     
172,2013-03-04 00:00:00,1P    ,HK      ,75b64e6983b37d47b2d1ff122936b796,03aed4f268f5ed2605178969250c2763,10583bee5f62ddef9b96b0a88b97ac46,2013-03-04 00:00:00,3564,0,HKG     ,HKG     ,HK      ,PVG     ,SHA     ,CN      ,HKG     ,HKG     ,HK      ,HKG     ,HKG     ,HK      ,PVG     ,SHA     ,CN      ,HKGPVG  ,HKGSHA  ,CNHK    ,1,HKGPVG         ,WF,R        ,Y        ,2013-03-13 09:00:00,2013-03-13 11:16:28,1.0,2013.0,3.0,NULL     
173,2013-03-04 00:00:00,1P    ,HK      ,75b64e6983b37d47b2d1ff122936b796,03aed4f268f5ed2605178969250c2763,10583bee5f62ddef9b96b0a88b97ac46,2013-03-04 00:00:00,3564,0,HKG     ,HKG     ,HK      ,PVG     ,SHA     ,CN      ,HKG     ,HKG     ,HK      ,SHA     ,SHA     ,CN      ,HKG     ,HKG     ,HK      ,HKGSHA  ,HKGSHA  ,CNHK    ,1,SHAHKG         ,WF,R        ,Y        ,2013-03-15 18:10:00,2013-03-15 20:24:48,1.0,2013.0,3.0,NULL     
174,2013-03-06 00:00:00,1P    ,HK      ,75b64e6983b37d47b2d1ff122936b796,03aed4f268f5ed2605178969250c2763,10583bee5f62ddef9b96b0a88b97ac46,2013-03-04 00:00:00,3564,0,HKG     ,HKG     ,HK      ,PVG     ,SHA     ,CN      ,HKG     ,HKG     ,HK      ,HKG     ,HKG     ,HK      ,PVG     ,SHA     ,CN      ,HKGPVG  ,HKGSHA  ,CNHK    ,1,HKGPVG         ,WF,R        ,Y        ,2013-03-13 09:00:00,2013-03-13 11:16:28,-1.0,2013.0,3.0,NULL     
175,2013-03-06 00:00:00,1P    ,HK      ,75b64e6983b37d47b2d1ff122936b796,03aed4f268f5ed2605178969250c2763,10583bee5f62ddef9b96b0a88b97ac46,2013-03-04 00:00:00,3354,0,HKG     ,HKG     ,HK      ,SHA     ,SHA     ,CN      ,HKG     ,HKG     ,HK      ,HKG     ,HKG     ,HK      ,SHA     ,SHA     ,CN      ,HKGSHA  ,HKGSHA  ,CNHK    ,1,HKGSHA         ,WF,R        ,Y        ,2013-03-13 12:30:00,2013-03-13 14:44:48,1.0,2013.0,3.0,NULL     
176,2013-03-04 00:00:00,1P    ,US      ,4804033f441ee30d92980c8b2207e8ae,4868da7a1666bbbc5fe33d377690f8eb,72c7df73b5f29b2fedad59aadda83909,2013-03-04 00:00:00,5715,0,LGA     ,NYC     ,US      ,DAY     ,DAY     ,US      ,LGA     ,NYC     ,US      ,LGA     ,NYC     ,US      ,DAY     ,DAY     ,US      ,DAYLGA  ,DAYNYC  ,USUS    ,0,LGADAY         ,NV,U        ,Y        ,2013-03-20 18:35:00,2013-03-20 20:25:12,1.0,2013.0,3.0,NULL     
177,2013-03-04 00:00:00,1P    ,US      ,4804033f441ee30d92980c8b2207e8ae,4868da7a1666bbbc5fe33d377690f8eb,72c7df73b5f29b2fedad59aadda83909,2013-03-04 00:00:00,5715,0,LGA     ,NYC     ,US      ,DAY     ,DAY     ,US      ,LGA     ,NYC     ,US      ,DAY     ,DAY     ,US      ,LGA     ,NYC     ,US      ,DAYLGA  ,DAYNYC  ,USUS    ,0,DAYLGA         ,NV,U        ,Y        ,2013-03-24 16:00:00,2013-03-24 17:50:12,1.0,2013.0,3.0,NULL     
178,2013-03-04 00:00:00,1P    ,US      ,205b0b1f7acec11a2a0ace5269b523e7,b5753a9fbcd3b101bc001f52cbddb064,229dc0bf3cdafc6d1dadf7d41cdb34d1,2013-03-04 00:00:00,174,1794,NRT     ,TYO     ,JP      ,PVG     ,SHA     ,CN      ,PVG     ,SHA     ,CN      ,NRT     ,TYO     ,JP      ,PVG     ,SHA     ,CN      ,NRTPVG  ,SHATYO  ,CNJP    ,1,NRTPVG         ,TV,L        ,Y        ,2013-05-16 19:15:00,2013-05-16 21:09:39,8.0,2013.0,3.0,NULL     
179,2013-03-08 00:00:00,1P    ,US      ,205b0b1f7acec11a2a0ace5269b523e7,b5753a9fbcd3b101bc001f52cbddb064,229dc0bf3cdafc6d1dadf7d41cdb34d1,2013-03-04 00:00:00,174,1794,NRT     ,TYO     ,JP      ,PVG     ,SHA     ,CN      ,PVG     ,SHA     ,CN      ,NRT     ,TYO     ,JP      ,PVG     ,SHA     ,CN      ,NRTPVG  ,SHATYO  ,CNJP    ,1,NRTPVG         ,TV,L        ,Y        ,2013-05-16 19:15:00,2013-05-16 21:09:39,-8.0,2013.0,3.0,NULL     
180,2013-03-23 00:00:00,1P    ,US      ,a8849952aca57faf07001de4708a87a9,8d1f32b671e3409b9648a4bf7297a2f9,1c6462777abf9e728aff16e5aff69554,2013-03-20 00:00:00,10634,0,LIT     ,LIT     ,US      ,MCO     ,ORL     ,US      ,LIT     ,LIT     ,US      ,LIT     ,LIT     ,US      ,MCO     ,ORL     ,US      ,LITMCO  ,LITORL  ,USUS    ,0,LITATLMCO      ,NV,V        ,Y        ,2013-06-03 06:00:00,2013-06-03 11:28:55,-1.0,2013.0,3.0,NULL     
181,2013-03-23 00:00:00,1P    ,US      ,a8849952aca57faf07001de4708a87a9,8d1f32b671e3409b9648a4bf7297a2f9,1c6462777abf9e728aff16e5aff69554,2013-03-20 00:00:00,10634,0,LIT     ,LIT     ,US      ,MCO     ,ORL     ,US      ,LIT     ,LIT     ,US      ,LIT     ,LIT     ,US      ,MCO     ,ORL     ,US      ,LITMCO  ,LITORL  ,USUS    ,0,LITATLMCO      ,NV,V        ,Y        ,2013-06-03 06:00:00,2013-06-03 11:28:55,1.0,2013.0,3.0,NULL     
182,2013-03-24 00:00:00,1P    ,EG      ,26e646e44e0aea541f2d1e3dde33882a,baca46780336bb1378d071b7bdabcbad,d266d57d7a10fff4b0f93cd94d1d5066,2013-03-24 00:00:00,943,8714,CAI     ,CAI     ,EG      ,BOS     ,BOS     ,US      ,BOS     ,BOS     ,US      ,CAI     ,CAI     ,EG      ,BOS     ,BOS     ,US      ,BOSCAI  ,BOSCAI  ,EGUS    ,1,CAIFRABOS      ,VR,L        ,Y        ,2013-05-06 04:10:00,2013-05-06 13:53:21,3.0,2013.0,3.0,NULL     
183,2013-03-26 00:00:00,1P    ,EG      ,26e646e44e0aea541f2d1e3dde33882a,baca46780336bb1378d071b7bdabcbad,d266d57d7a10fff4b0f93cd94d1d5066,2013-03-24 00:00:00,943,8714,CAI     ,CAI     ,EG      ,BOS     ,BOS     ,US      ,BOS     ,BOS     ,US      ,CAI     ,CAI     ,EG      ,BOS     ,BOS     ,US      ,BOSCAI  ,BOSCAI  ,EGUS    ,1,CAIFRABOS      ,VR,L        ,Y        ,2013-05-06 04:10:00,2013-05-06 13:53:21,-3.0,2013.0,3.0,NULL     
184,2013-03-24 00:00:00,1P    ,GR      ,0afb65a3b1b4fbeb131ed60ede0616d8,bf4bf41ce704d95425cfd0138193e4a8,e01eee598d713ccbcf8069492d59e37b,2013-03-24 00:00:00,13026,0,WAW     ,WAW     ,PL      ,TIA     ,TIA     ,AL      ,WAW     ,WAW     ,PL      ,WAW     ,WAW     ,PL      ,TIA     ,TIA     ,AL      ,TIAWAW  ,TIAWAW  ,ALPL    ,1,WAWVIETIA      ,YD,L        ,Y        ,2013-04-21 19:50:00,2013-04-22 00:58:17,1.0,2013.0,3.0,NULL     
185,2013-03-24 00:00:00,1P    ,GR      ,0afb65a3b1b4fbeb131ed60ede0616d8,bf4bf41ce704d95425cfd0138193e4a8,e01eee598d713ccbcf8069492d59e37b,2013-03-24 00:00:00,13026,0,WAW     ,WAW     ,PL      ,TIA     ,TIA     ,AL      ,WAW     ,WAW     ,PL      ,TIA     ,TIA     ,AL      ,WAW     ,WAW     ,PL      ,TIAWAW  ,TIAWAW  ,ALPL    ,1,TIAVIEWAW      ,YD,K        ,Y        ,2013-04-30 15:00:00,2013-04-30 20:56:43,1.0,2013.0,3.0,NULL     
186,2013-03-24 00:00:00,1P    ,GR      ,0afb65a3b1b4fbeb131ed60ede0616d8,bf4bf41ce704d95425cfd0138193e4a8,19bddbacfafed85dc3f9b4f6834d63ff,2013-03-24 00:00:00,93,638,RHO     ,RHO     ,GR      ,SKG     ,SKG     ,GR      ,SKG     ,SKG     ,GR      ,RHO     ,RHO     ,GR      ,SKG     ,SKG     ,GR      ,RHOSKG  ,RHOSKG  ,GRGR    ,0,RHOSKG         ,MJ,M        ,Y        ,2013-03-26 13:15:00,2013-03-26 14:48:01,1.0,2013.0,3.0,NULL     
187,2013-03-24 00:00:00,1P    ,CH      ,e5818960c9d022f531ef75d1a3373a17,8f73819c110bd81accbf4bcde42aa627,882581d3c7223b75a124959fbdbfc7e7,2013-03-24 00:00:00,4908,0,ZRH     ,ZRH     ,CH      ,LCY     ,LON     ,GB      ,ZRH     ,ZRH     ,CH      ,ZRH     ,ZRH     ,CH      ,LCY     ,LON     ,GB      ,LCYZRH  ,LONZRH  ,CHGB    ,1,ZRHLCY         ,VI,T        ,Y        ,2013-04-03 11:35:00,2013-04-03 12:16:35,2.0,2013.0,3.0,NULL     
188,2013-03-24 00:00:00,1P    ,CH      ,e5818960c9d022f531ef75d1a3373a17,8f73819c110bd81accbf4bcde42aa627,882581d3c7223b75a124959fbdbfc7e7,2013-03-24 00:00:00,4908,0,ZRH     ,ZRH     ,CH      ,LCY     ,LON     ,GB      ,ZRH     ,ZRH     ,CH      ,LHR     ,LON     ,GB      ,ZRH     ,ZRH     ,CH      ,LHRZRH  ,LONZRH  ,CHGB    ,1,LHRZRH         ,VI,T        ,Y        ,2013-04-06 18:40:00,2013-04-06 21:23:37,2.0,2013.0,3.0,NULL     
189,2013-03-24 00:00:00,1P    ,US      ,83ccf07a55606976f78e63fcc805f58c,1490c3c5f95f04fa076fe15c775a80a9,03f0a79bc91efaee8bc089e6e29feb7b,2013-03-24 00:00:00,10411,0,LAX     ,LAX     ,US      ,SJD     ,SJD     ,MX      ,LAX     ,LAX     ,US      ,LAX     ,LAX     ,US      ,SJD     ,SJD     ,MX      ,LAXSJD  ,LAXSJD  ,MXUS    ,1,LAXSJD         ,KK,Q        ,Y        ,2013-06-01 16:25:00,2013-06-01 19:56:33,2.0,2013.0,3.0,NULL     
190,2013-03-24 00:00:00,1P    ,US      ,83ccf07a55606976f78e63fcc805f58c,1490c3c5f95f04fa076fe15c775a80a9,03f0a79bc91efaee8bc089e6e29feb7b,2013-03-24 00:00:00,10411,0,LAX     ,LAX     ,US      ,SJD     ,SJD     ,MX      ,LAX     ,LAX     ,US      ,SJD     ,SJD     ,MX      ,LAX     ,LAX     ,US      ,LAXSJD  ,LAXSJD  ,MXUS    ,1,SJDLAX         ,KK,Q        ,Y        ,2013-06-08 20:25:00,2013-06-08 21:56:33,2.0,2013.0,3.0,NULL     
191,2013-03-24 00:00:00,1P    ,US      ,0bde7b929573cf16e0d52637cf0735d2,f187f1dfcac9833a7d7f90de67b24181,6855e406cab6987cd159fae58722c1ea,2013-03-24 00:00:00,312,1733,FLL     ,FLL     ,US      ,LGA     ,NYC     ,US      ,LGA     ,NYC     ,US      ,FLL     ,FLL     ,US      ,LGA     ,NYC     ,US      ,FLLLGA  ,FLLNYC  ,USUS    ,0,FLLDCALGA      ,FD,U        ,Y        ,2013-03-25 07:00:00,2013-03-25 12:12:19,1.0,2013.0,3.0,NULL     
192,2013-03-24 00:00:00,1P    ,SA      ,4d120385cd94f62653604237a5a59fab,d96b9acf9fe98b30fcb53f8c6877fe31,bce36ef2acce72ea97847b4f263ca12d,2013-03-24 00:00:00,458,3877,JED     ,JED     ,SA      ,DEL     ,DEL     ,IN      ,DEL     ,DEL     ,IN      ,JED     ,JED     ,SA      ,DEL     ,DEL     ,IN      ,DELJED  ,DELJED  ,INSA    ,1,JEDAUHDEL      ,OJ,V        ,Y        ,2013-03-26 17:10:00,2013-03-27 03:18:39,1.0,2013.0,3.0,NULL     
193,2013-03-14 00:00:00,1V    ,US      ,9850a42415deca6a4f5d86e3c0c51d70,fd28549b4d03c6607ccd3e59520ad2a5,d34ebb6f224f19fc18f95d1eb98c6ceb,2013-03-14 00:00:00,2203,0,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCA     ,WAS     ,US      ,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCADFW  ,DFWWAS  ,USUS    ,0,DCADFW         ,KK,K        ,Y        ,2013-03-18 11:00:00,2013-03-18 13:03:05,1.0,2013.0,3.0,NULL     
194,2013-03-14 00:00:00,1V    ,US      ,9850a42415deca6a4f5d86e3c0c51d70,fd28549b4d03c6607ccd3e59520ad2a5,d34ebb6f224f19fc18f95d1eb98c6ceb,2013-03-14 00:00:00,2203,0,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCA     ,WAS     ,US      ,DCADFW  ,DFWWAS  ,USUS    ,0,DFWDCA         ,KK,K        ,Y        ,2013-03-19 19:40:00,2013-03-19 23:43:05,1.0,2013.0,3.0,NULL     
195,2013-03-15 00:00:00,1V    ,US      ,9850a42415deca6a4f5d86e3c0c51d70,fd28549b4d03c6607ccd3e59520ad2a5,d34ebb6f224f19fc18f95d1eb98c6ceb,2013-03-14 00:00:00,2203,0,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCA     ,WAS     ,US      ,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCADFW  ,DFWWAS  ,USUS    ,0,DCADFW         ,KK,K        ,Y        ,2013-03-18 11:00:00,2013-03-18 13:03:05,-1.0,2013.0,3.0,NULL     
196,2013-03-15 00:00:00,1V    ,US      ,9850a42415deca6a4f5d86e3c0c51d70,fd28549b4d03c6607ccd3e59520ad2a5,d34ebb6f224f19fc18f95d1eb98c6ceb,2013-03-14 00:00:00,2203,0,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCA     ,WAS     ,US      ,DFW     ,DFW     ,US      ,DCA     ,WAS     ,US      ,DCADFW  ,DFWWAS  ,USUS    ,0,DFWDCA         ,KK,K        ,Y        ,2013-03-19 19:40:00,2013-03-19 23:43:05,-1.0,2013.0,3.0,NULL     
197,2013-03-11 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2053,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,JFKLAX         ,NV,J        ,C        ,2013-03-13 14:45:00,2013-03-13 17:13:21,1.0,2013.0,3.0,NULL     
198,2013-03-11 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2053,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,EWR     ,NYC     ,US      ,SNA     ,SNA     ,US      ,EWRSNA  ,NYCSNA  ,USUS    ,0,EWRSNA         ,FK,F        ,F        ,2013-03-13 18:29:00,2013-03-13 20:52:36,1.0,2013.0,3.0,NULL     
199,2013-03-11 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2053,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,LAXJFK         ,FK,J        ,C        ,2013-03-14 16:30:00,2013-03-15 00:58:21,1.0,2013.0,3.0,NULL     
200,2013-03-12 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2053,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,JFKLAX         ,NV,J        ,C        ,2013-03-13 14:45:00,2013-03-13 17:13:21,-1.0,2013.0,3.0,NULL     
201,2013-03-12 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2053,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,EWR     ,NYC     ,US      ,SNA     ,SNA     ,US      ,EWRSNA  ,NYCSNA  ,USUS    ,0,EWRSNA         ,FK,F        ,F        ,2013-03-13 18:29:00,2013-03-13 20:52:36,-1.0,2013.0,3.0,NULL     
202,2013-03-12 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2053,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,LAXJFK         ,FK,J        ,C        ,2013-03-14 16:30:00,2013-03-15 00:58:21,-1.0,2013.0,3.0,NULL     
203,2013-03-12 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,3333,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,JFKLAX         ,NV,J        ,C        ,2013-03-13 17:25:00,2013-03-13 19:53:21,1.0,2013.0,3.0,NULL     
204,2013-03-12 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,3333,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,LAXJFK         ,NV,J        ,C        ,2013-03-15 16:30:00,2013-03-16 00:58:21,1.0,2013.0,3.0,NULL     
205,2013-03-14 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,3333,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,LAXJFK         ,NV,J        ,C        ,2013-03-15 16:30:00,2013-03-16 00:58:21,-1.0,2013.0,3.0,NULL     
206,2013-03-14 00:00:00,1V    ,US      ,955f3a65d3a87fa0d6b316d886d5efca,e839a11100094555ed51636c221fe65d,aca9a83ed790c44a948175a6a7c75739,2013-03-11 00:00:00,2313,0,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,LAX     ,LAX     ,US      ,JFK     ,NYC     ,US      ,JFKLAX  ,LAXNYC  ,USUS    ,0,LAXJFK         ,NV,D        ,C        ,2013-03-14 23:30:00,2013-03-15 07:58:21,1.0,2013.0,3.0,NULL     
207,2013-03-11 00:00:00,1V    ,US      ,b1bd4c6feea19210deb81a285fb6b2ab,754c17524a84f3bae6707f1f99ade684,3dd22d14999f188778d556761c263a03,2013-03-11 00:00:00,66408,0,ORD     ,CHI     ,US      ,ADD     ,ADD     ,ET      ,ORD     ,CHI     ,US      ,ORD     ,CHI     ,US      ,ADD     ,ADD     ,ET      ,ADDORD  ,ADDCHI  ,ETUS    ,1,ORDYULFRAADD   ,KM,K        ,Y        ,2013-05-02 13:20:00,2013-05-03 19:20:24,1.0,2013.0,3.0,NULL     
208,2013-03-11 00:00:00,1V    ,US      ,b1bd4c6feea19210deb81a285fb6b2ab,754c17524a84f3bae6707f1f99ade684,3dd22d14999f188778d556761c263a03,2013-03-11 00:00:00,66408,0,ORD     ,CHI     ,US      ,ADD     ,ADD     ,ET      ,ORD     ,CHI     ,US      ,ADD     ,ADD     ,ET      ,ORD     ,CHI     ,US      ,ADDORD  ,ADDCHI  ,ETUS    ,1,ADDMXPEWRORD   ,FK,K        ,Y        ,2013-06-17 00:30:00,2013-06-17 16:08:22,1.0,2013.0,3.0,NULL     
209,2013-03-07 00:00:00,1V    ,US      ,4fe6715d08d447ee4328c87ca020894d,e78fe335af7d8190f9c3d1fa97e52a9f,e1d35f50c85a0eb1bf7a709b49485c11,2013-03-07 00:00:00,6760,0,BFF     ,BFF     ,US      ,PHX     ,PHX     ,US      ,BFF     ,BFF     ,US      ,BFF     ,BFF     ,US      ,PHX     ,PHX     ,US      ,BFFPHX  ,BFFPHX  ,USUS    ,0,BFFDENPHX      ,FK,M        ,Y        ,2013-03-11 06:00:00,2013-03-11 08:46:19,1.0,2013.0,3.0,NULL     
210,2013-03-07 00:00:00,1V    ,US      ,4fe6715d08d447ee4328c87ca020894d,e78fe335af7d8190f9c3d1fa97e52a9f,e1d35f50c85a0eb1bf7a709b49485c11,2013-03-07 00:00:00,6760,0,BFF     ,BFF     ,US      ,PHX     ,PHX     ,US      ,BFF     ,BFF     ,US      ,PHX     ,PHX     ,US      ,BFF     ,BFF     ,US      ,BFFPHX  ,BFFPHX  ,USUS    ,0,PHXDENBFF      ,FK,M        ,Y        ,2013-03-15 17:16:00,2013-03-15 22:40:01,1.0,2013.0,3.0,NULL     
211,2013-03-18 00:00:00,1V    ,US      ,3699b0f7031ec654f206ace5f2b1c42c,560f8703131fb5f72594c07eb52402db,f28e040a172bed1a8b30033e8d915d42,2013-03-18 00:00:00,14379,0,GEG     ,GEG     ,US      ,LIR     ,LIR     ,CR      ,GEG     ,GEG     ,US      ,GEG     ,GEG     ,US      ,LIR     ,LIR     ,CR      ,GEGLIR  ,GEGLIR  ,CRUS    ,1,GEGPDXATLLIR   ,NV,U        ,Y        ,2013-08-12 13:25:00,2013-08-13 11:48:58,2.0,2013.0,3.0,NULL     
212,2013-03-31 00:00:00,1P    ,US      ,6227ba64c843c7a2c4eebf288b066658,f9905f22af1faf2af9bcb834d1d1f8b0,f612ff6ed2b603cf8db0463c1d70c980,2013-03-30 00:00:00,17618,0,LHR     ,LON     ,GB      ,SYD     ,SYD     ,AU      ,LHR     ,LON     ,GB      ,BKK     ,BKK     ,TH      ,LHR     ,LON     ,GB      ,BKKLHR  ,BKKLON  ,GBTH    ,1,BKKHELLHR      ,KJ,Y        ,Y        ,2014-02-14 09:05:00,2014-02-14 16:58:19,-1.0,2013.0,3.0,NULL     
